fixNum_f,numSaccs_f,trialNum_f,rawTrialNum_f,rewardedSacc_f,saccPeakVel_f,expectedPeakVel_f,t_fix_f,t_sacc_f,x_targ_f,y_targ_f,x_dist_f,y_dist_f,x_curFix_f,x_oneFixAhead_f,y_curFix_f,y_oneFixAhead_f
5,5,5,7,0,536.296447753906,654.144470214844,52827,53689,-20.6225415763609,-8.8644777822665,20.6225415763609,8.8644777822665,-19.8370800018311,-0.834920585155487,-2.09454441070557,-3.82857131958008
1,7,6,8,0,516.894287109375,500.177886962891,58804,59150,-20.6225415763609,-2.98544588521929,8.8644777822665,8.8644777822665,-2.49677038192749,8.43174648284912,0.0583266206085682,9.17142868041992
2,7,6,8,0,751.415954589844,746.094360351563,59226,59658,-20.6225415763609,-2.98544588521929,8.8644777822665,8.8644777822665,8.43281745910645,-13.701587677002,8.96055603027344,7.4380955696106
3,7,6,8,0,640.964172363281,635.359619140625,59741,59958,-20.6225415763609,-2.98544588521929,8.8644777822665,8.8644777822665,-12.957953453064,-12.0015869140625,7.40491914749146,-11.0285720825195
4,7,6,8,0,246.513275146484,250.324981689453,60037,60401,-20.6225415763609,-2.98544588521929,8.8644777822665,8.8644777822665,-12.011661529541,-17.9682540893555,-9.87746906280518,-6.49523782730103
5,7,6,8,1,250.988342285156,250.085662841797,60471,60635,-20.6225415763609,-2.98544588521929,8.8644777822665,8.8644777822665,-17.81884765625,-20.6015872955322,-6.38141489028931,-0.461904764175415
6,7,6,8,0,106.426849365234,114.655807495117,60704,61025,-20.6225415763609,-2.98544588521929,8.8644777822665,8.8644777822665,-20.3881797790527,-22.8015880584717,-0.469485253095627,-0.828571379184723
7,7,6,8,0,242.000579833984,277.824462890625,61644,61941,-20.6225415763609,-2.98544588521929,8.8644777822665,8.8644777822665,-0.811463832855225,-2.20158743858337,-8.31453990936279,-1.12857139110565
1,5,7,14,0,373.113311767578,400.630737304688,87765,87990,-20.6225415763609,-2.98544588521929,20.6225415763609,-8.77261790887514,-3.00247573852539,-14.5015878677368,-0.920868217945099,0.604761898517609
2,5,7,14,1,316.892517089844,315.941558837891,88068,88277,-20.6225415763609,-2.98544588521929,20.6225415763609,-8.77261790887514,-14.3698511123657,-22.6349201202393,0.592958688735962,-1.99523818492889
3,5,7,14,0,832.057006835938,929.868041992188,88347,88883,-20.6225415763609,-2.98544588521929,20.6225415763609,-8.77261790887514,-22.4193725585938,1.19841277599335,-1.72160863876343,-18.295238494873
4,5,7,14,0,959.694396972656,975.445617675781,88982,89340,-20.6225415763609,-2.98544588521929,20.6225415763609,-8.77261790887514,0.411169856786728,-7.96825408935547,-17.7616310119629,11.7714281082153
5,5,7,14,0,168.623352050781,168.700744628906,89435,89594,-20.6225415763609,-2.98544588521929,20.6225415763609,-8.77261790887514,-7.42234373092651,-5.73492050170898,10.921314239502,14.7380952835083
1,5,8,20,0,594.700317382813,590.433227539063,112412,112629,-8.8644777822665,14.6516498059224,20.6225415763609,-2.89358601182793,-3.08161759376526,-15.3015871047974,-0.111828148365021,12.4714288711548
2,5,8,20,1,112.697479248047,117.196228027344,112707,112885,-8.8644777822665,14.6516498059224,20.6225415763609,-2.89358601182793,-14.1534605026245,-12.2682542800903,12.0925951004028,14.6047620773315
3,5,8,20,0,763.277404785156,806.462768554688,112938,113473,-8.8644777822665,14.6516498059224,20.6225415763609,-2.89358601182793,-12.1488752365112,11.9650793075562,14.7650947570801,12.7047624588013
4,5,8,20,0,953.415283203125,939.849487304688,113568,113758,-8.8644777822665,14.6516498059224,20.6225415763609,-2.89358601182793,11.2707023620605,-17.3015880584717,12.8791351318359,15.0714292526245
5,5,8,20,0,491.798400878906,497.179351806641,113841,114114,-8.8644777822665,14.6516498059224,20.6225415763609,-2.89358601182793,-16.2015743255615,-16.8682537078857,15.049201965332,1.33809518814087
1,10,9,22,0,603.297058105469,579.195678710938,122450,122650,8.77261790887514,-14.7435096793137,-14.7435096793137,-14.7435096793137,-1.28108727931976,-4.63492059707642,-0.311738103628159,15.5380964279175
2,10,9,22,0,597.101135253906,588.546936035156,122724,122868,8.77261790887514,-14.7435096793137,-14.7435096793137,-14.7435096793137,-3.81917953491211,-13.4349212646484,14.9707374572754,1.63809525966644
3,10,9,22,0,385.092529296875,405.808685302734,122946,123146,8.77261790887514,-14.7435096793137,-14.7435096793137,-14.7435096793137,-13.0114145278931,-11.5682535171509,2.3272602558136,13.338095664978
